Question,Answer
"Between 2003 and 2009, what would happen if there was a single false start?
A) The whole field would be disqualified
B) The original offender would be disqualified
C) The whole field would be warned
D) The race would continue without penalties",C
"What was a consequence of Redgra being improperly drained?
A) The surface became less prone to causing injuries.
B) The surface could become muddy.
C) There was an increase in red dust production.
D) The surface became similar to clay courts.",B
"Who decides whether it is practicable for athletes tying for first place in any final to compete again?
A) The chief photo finish judge
B) The head coach
C) The referee
D) The audience",C
"In the case of throws, the initiation line is in the shape of a(n) _______.
A) arc
B) straight line
C) zigzag
D) ellipse",A
"The trail leg should be tucked in horizontally and flat, close to the side of the hip to minimize _______.
A) speed
B) center-of-gravity deviation
C) energy
D) stride length",B
"As soon as the lead leg begins its descent, a strong downward push is exerted to enable the trailing leg's knee to come up under the armpit and in front of the _______.
A) head
B) chest
C) back
D) shoulder",B
"The objective of tucking the trail leg in horizontally and flat is to minimize _______ from normal sprinting.
A) deviation of center-of-gravity
B) air resistance
C) speed
D) energy consumption",A
"The trailing leg's knee coming up under the armpit and in front of the chest enables the recovery of some of the _______ expended in the flight.
A) energy
B) speed
C) balance
D) momentum",A
"The vaulter pushes off the pole and releases it so that the pole falls away from the __________ and mats.
A) vaulter
B) crossbar
C) landing area
D) spectators",B
"If a vaulter passes after one miss at a height, how many attempts do they have at the next height?
A) One
B) Two
C) Three
D) Four",B
"The process of manufacturing glass fiber vaulting poles starts with a metal tube known as a _______.
A) mandrel
B) spindle
C) cylinder
D) rod",A
"What material is added to E-glass and S-glass to create a lighter pole vaulting pole?
A) Steel
B) Ash
C) Carbon fiber
D) Rubber",C
"What was the world record height set by Michael Sweeney in 1895?
A) 1.97 m
B) 2.01 m
C) 1.95 m
D) 2.03 m",A
"In racewalking, what does a red card signify?
A) The competitor has made a false start.
B) The competitor's foot failed to be on the ground when the rear leg is being raised.
C) The competitor has left the designated race track.
D) The competitor has finished the race.",B
"What happens when a racewalking competitor receives a red card from the same judge for the second infraction?
A) They receive a warning.
B) They are immediately disqualified.
C) They are given a yellow card.
D) They are issued a red card.",D
"How many red cards from different judges will result in a racewalking competitor's disqualification?
A) One
B) Two
C) Three
D) Four",C
"In racewalking, what does a red card signify?
A) The competitor has started running.
B) The competitor's foot failed to be on the ground when the rear leg is being raised, or the front leg is not straightened when it makes contact with the ground.
C) The competitor has left the designated track.
D) The competitor has used unauthorized equipment.",B
"How does a racewalking judge respond to the first infraction committed by a competitor?
A) A red card is issued immediately.
B) A yellow card is issued as a warning.
C) The competitor is disqualified.
D) The judge verbally warns the competitor.",B
"What is an example of specific preparation for an endurance athlete?
A) Taking a complete break from training
B) Running on a treadmill
C) Transitioning from treadmill running to pavement running
D) Learning about the history of the sport",C
"The hollowed out muscles on the supporting limb work to prevent the hip from adducting during the swing stages. 
A) Psoas and quadriceps
B) Hamstrings and gastrocnemius
C) Gluteus medius and psoas
D) Rectus femoris and vastus medialis",C
"In which stages does the gastrocnemius exhibit the greatest muscle activity in the supporting limb?
A) Stages 1 and 2
B) Stages 2 and 3
C) Stages 3 and 4
D) Stages 4 and 5",C
"In running, the arms move in a __________ motion in relation to the trunk, which is different from the movement in the overhead press exercise.
A) sideways
B) forward-backward
C) circular
D) upward-downward",B
"When an exercise mimics a movement pattern that occurs during a run or sports skill, it is known as a ________.
A) generalized exercise
B) specialized exercise
C) standard exercise
D) random exercise",B
"What did the organizers use to provide light for the athletes as it began to get dark?
A) Flashlights
B) Streetlights
C) Headlights from cars
D) Bonfires",C
"How many Olympic records were broken during the Beijing Olympic Games?
A) 66
B) 70
C) 5
D) 0",A
"Just prior to the swing phase, the athlete should land on the supporting leg with the knee slightly _______ to absorb some of the impact.
A) extended
B) flexed
C) locked
D) rotated",B
"According to the IAAF, an athlete is considered to have false-started if they move within how many seconds after the gun has fired?
A) 0.05 seconds
B) 0.1 seconds
C) 0.08 seconds
D) 0.15 seconds",B
"How is a false start signalled to the athletes?
A) By waving a red flag
B) By firing the starting gun once
C) By firing the starting gun twice
D) By sounding a buzzer",C
"Prior to 2003, how many false starts were athletes allowed before being disqualified?
A) None
B) One
C) Two
D) Three",B
"What reaction time did male sprinters achieve in one out of 1,000 starts at the 2008 Beijing Olympics?
A) 0.109 s
B) 0.121 s
C) 0.08 s
D) 0.1 s",A
"What did the analysis of the 2008 Beijing Olympics suggest about the starting block force threshold?
A) It should be the same for both sexes
B) It should be increased for males
C) It should be reduced for females
D) It does not affect reaction times",C
"What is the reason for suggesting a reduction in the starting block force threshold for females?
A) To increase the number of false starts
B) To account for the lower rate of developing muscle strength
C) To shorten the reaction times
D) To make the starts faster",B
"According to the IAAF-commissioned study, top sprinters are able to sometimes react in how many seconds?
A) 0.05 seconds
B) 0.1 seconds
C) 0.08 seconds
D) 0.15 seconds",C
"What did the analysis of female sprinters' start times at the 2008 Beijing Olympics show?
A) They had more false starts than males
B) They had fewer false starts than males
C) They had the same number of false starts as males
D) Their reaction times were not measurable",B
"In athletics, what does a red card signify for an athlete?
A) The athlete has won the event
B) The athlete is given a warning
C) The athlete is disqualified after receiving two yellow cards
D) The athlete is allowed to have a re-start",C
"What type of card is issued to an athlete for committing a false start in athletics?
A) A green card
B) A diagonal red/black card
C) A yellow card
D) A blue card",B
"How does a competitor in a cycle sport relay know when it's their turn to race?
A) When the previous competitor rings a bell
B) When the previous competitor crosses the finish line and touches them
C) When the team coach signals them
D) When the previous competitor shouts their name",B
"According to the IAAF rules, an athlete is considered to have false-started if they move within how many seconds after the gun has fired?
A) 0.05 seconds
B) 0.08 seconds
C) 0.10 seconds
D) 0.12 seconds",C
"A study commissioned by the IAAF in 2009 found that top sprinters can sometimes react in how many seconds?
A) 0.05 seconds
B) 0.08 seconds
C) 0.10 seconds
D) 0.12 seconds",B
"At which type of meets is the false start rule with automated devices applied?
A) Only at local meets
B) Only at high-level meets
C) At all meets
D) At international meets only",B
"What was the penalty for an athlete committing a false start before 2003?
A) Immediate disqualification
B) A warning for the entire field
C) Allowed another start
D) A time penalty",C
"After how many false starts would an athlete be disqualified between 2003 and 2009?
A) One
B) Two
C) Three
D) Four",B
"What was the reaction time achieved by sprinters at the 2008 Beijing Olympics?
A) 0.109 s for males and 0.121 s for females
B) 0.121 s for males and 0.109 s for females
C) 0.100 s for both males and females
D) 0.080 s for both males and females",A
"According to the analysis, what could reduce the number of false starts among female sprinters?
A) Increasing the force threshold
B) Reducing the force threshold by 22%
C) Using separate starting blocks
D) Allowing a longer reaction time",B
"What is the suggested reason for fewer false starts among women sprinters?
A) Higher concentration levels
B) Lower rate of developing muscle strength
C) Faster reaction times
D) Different starting techniques",B
"What would be the expected outcome if the force threshold for starting blocks was reduced for females?
A) Increase in male false starts
B) No change in reaction times or false starts
C) Males and females would exhibit similar reaction times and numbers of false starts
D) A significant increase in female false starts",C
"Since what year are athletes immediately disqualified for a false start?
A) 2003
B) 2009
C) 2008
D) 2010",B
"What does a red card signify in athletics?
A) The athlete has won the event
B) The athlete is given a warning
C) The athlete is disqualified after receiving two yellow cards
D) The athlete is allowed to have a do-over",C
"What type of card is issued for a false start in athletics?
A) A yellow card
B) A red card
C) A green card
D) A diagonal red/black card",D
"In track and field, a stutter step is commonly associated with events where __________.
A) endurance is key
B) precision in foot placement is crucial
C) sprinting speed is the primary focus
D) team coordination is necessary",B
"The purpose of a stutter step in track and field is to __________.
A) increase the athlete's speed before a jump
B) make shortened adjustment steps for precise actions
C) distract the competitors during a race
D) prepare for a long-distance run",B
"What does a red card signify in athletics?
A) The athlete has won the event
B) The athlete is given a warning
C) The athlete is disqualified after receiving two yellow cards
D) The athlete is allowed to have a re-start",C
"What type of card is issued for a false start in athletics?
A) A yellow card
B) A red card
C) A green card
D) A diagonal red/black card",D
"What negative effect does taking off from the board heel-first have?
A) It increases the jump's height
B) It creates a more powerful takeoff
C) It has a braking effect, decreasing velocity
D) It enhances the athlete's stability",C
"Jumping off the toes during the takeoff can put the leg at risk of what?
A) Gaining extra distance
B) Increased velocity
C) Buckling or collapsing
D) Generating too much height",C
"What is the purpose of keeping the torso upright and moving the hips forward and up during takeoff?
A) To decrease the jump's distance
B) To achieve the maximum distance from board contact to foot release
C) To prepare for the landing phase
D) To increase the time spent in the air",B
"Which of the following is NOT one of the four main styles of takeoff in long jump?
A) The kick style
B) The double-arm style
C) The sprint takeoff
D) The roll-over style",D
"What is the objective of the takeoff in long jump?
A) To create a horizontal impulse through the athlete's center of gravity
B) To create a vertical impulse through the athlete's center of gravity
C) To prepare the athlete for the landing phase
D) To maximize the time the athlete spends in the air",B
"In track and field, the sprint takeoff is a technique that is most commonly taught by coaches. Which of the following best describes this takeoff style?
A) A double-arm action that mimics a crouching position
B) A classic single-arm action that resembles a jumper in full stride
C) A passive leg swing that minimizes air resistance
D) An aggressive two-footed jump to maximize height",B
"What is the primary advantage of using the sprint takeoff style in track and field?
A) It allows for a faster start from the blocks
B) It helps in conserving energy for the final sprint
C) It is an efficient takeoff style for maintaining velocity through takeoff
D) It increases the chance of a false start, thus disqualifying competitors",C
"In the long jump, which component is crucial for a successful takeoff and is also a fundamental aspect where many athletes also compete in other events?
A) The approach run
B) The last two strides
C) Action in the air
D) Landing",A
"Which two athletes are classic examples of competitors who have excelled in both the long jump and sprints?
A) Carl Lewis and Heike Drechsler
B) Usain Bolt and Florence Griffith-Joyner
C) Mike Powell and Marion Jones
D) Jesse Owens and Allyson Felix",A
"What are the two fundamental aspects of success in the long jump, as mentioned in the content?
A) Speed in the run-up and a strong arm swing
B) High leap off the board and precise timing
C) Speed in the run-up and a high leap off the board
D) Perfect landing and action in the air",C
"The primary goal of the approach in long jump is to _______.
A) maintain a steady pace throughout
B) gradually accelerate to a maximum controlled speed at takeoff
C) focus on jumping at a high angle
D) ensure the longest possible approach",B
"What is the most important factor for the distance travelled by an object in long jump?
A) The length of the approach
B) The angle of takeoff
C) The velocity at takeoff
D) The number of steps in the approach",C
"Elite jumpers usually leave the ground at an angle of _______.
A) forty-five degrees
B) twenty degrees or less
C) thirty degrees
D) fifty degrees",B
"For a jumper, it is more beneficial to focus on the _______ component of the jump.
A) angle
B) speed
C) height
D) strength",B
"The length of the approach for an elite level jumper is typically between _______ steps.
A) 12 and 19
B) 15 and 18
C) 20 and 22
D) 10 and 15",C
"The exact distance and number of steps in an approach depends on the jumper's _______.
A) preference for the type of jump
B) experience, sprinting technique, and conditioning level
C) choice of footwear
D) weather conditions on the day of the event",B
"Consistency in the approach is important because it helps the competitor to _______.
A) finish the jump with a flourish
B) get as close to the front of the takeoff board as possible without crossing the line
C) impress the judges
D) prepare for the landing phase",B
"In the long jump event, athletes must combine speed, strength, and agility to leap as far as possible from a ________.
A) starting line
B) takeoff point
C) finish line
D) hurdle mark",B
"The long jump and triple jump are grouped together in track and field because both events measure ________.
A) height
B) distance
C) speed
D) endurance",B
"The long jump has been an Olympic event for women since ________.
A) 1896
B) 1928
C) 1948
D) 1960",C
"In the power sprint takeoff, what is the major difference from the sprint style regarding the position of the arms?
A) The arm on the side of the takeoff leg remains bent.
B) Both arms remain bent at all times.
C) The arm on the side of the takeoff leg fully extends backward.
D) Both arms fully extend forward.",C
"What does the additional extension of the arm on the side of the takeoff leg during a power sprint takeoff increase?
A) The accuracy of the jump.
B) The impulse at takeoff.
C) The speed of the sprinter.
D) The endurance of the athlete.",B
"According to the content, how is the ""correct"" style of takeoff determined in power sprinting?
A) It is the same for all athletes.
B) It is based on the coach's preference.
C) It varies from athlete to athlete.
D) It is determined by the length of the sprint.",C
"The runway used for jumping is usually coated with what type of surface?
A) Concrete
B) Grass
C) Rubberized
D) Sand",C
"What happens if a competitor's foot crosses the foul line before the jump?
A) The jump is measured from the foul line
B) The jump is declared a foul
C) The competitor gets a second chance
D) The jump is measured with a penalty",B
"What is used to detect a foul jump at elite competitions?
A) A referee's decision
B) A tape measure
C) High-speed cameras
D) An electronic sensor",C
"What is the maximum number of attempts a competitor normally has in the trial rounds?
A) Two
B) Three
C) Four
D) Five",B
"How many additional jumps are awarded to the best competitors after the trial rounds?
A) One
B) Two
C) Three
D) Four",C
"What is the maximum accepted wind assistance for record purposes?
A) 1 m/s
B) 2 m/s
C) 3 m/s
D) 4 m/s",B
"In the event of a tie, how is the winner determined?
A) Coin toss
B) Jump-off
C) Comparing the next best jumps
D) Athlete with the least fouls",C
"What do competitors use along the side of the runway to assist their jump?
A) Flags
B) Cones
C) Marks
D) Lights",C
"What is the width of the wooden or synthetic board that athletes jump from?
A) 6 inches
B) 8 inches
C) 10 inches
D) 12 inches",B
"What determines the number of additional jumps in the final rounds?
A) The number of competitors
B) The number of lanes on the track
C) The athlete's personal best
D) The weather conditions",B
"What are the three major flight techniques for the long jump?
A) The hang, the sail, and the hitch-kick
B) The dive, the roll, and the twist
C) The leap, the bound, and the hop
D) The skip, the jump, and the land",A
"Why were the flight techniques for the long jump developed?
A) To increase the speed of the runner
B) To combat the forward rotation experienced from take-off
C) To change the direction they are traveling in the air
D) To ensure a perfect landing posture",B
"What is the consequence of an athlete not landing correctly balanced?
A) A higher distance will be measured
B) A lower distance will be measured
C) The jump will be disqualified
D) The technique will be reconsidered",B
"Once the body is airborne in the long jump, what can the athlete do to change the direction they are traveling?
A) They can twist their body
B) They can change their leg position
C) There is nothing they can do
D) They can adjust their arm position",C
"The first men's long jump world record recognized by the IAAF in 1912 was a jump of ________ by Peter O'Connor.
A) 7.61 m
B) 8.13 m
C) 8.90 m
D) 8.95 m",A
"Jesse Owens' long jump world record, set in 1935, lasted for how many years?
A) 20 years
B) 25 years
C) 32 years
D) 55 years",B
"Bob Beamon's Olympic record jump at the 1968 Summer Olympics was ________.
A) 8.13 m
B) 8.90 m
C) 8.95 m
D) 7.61 m",B
"Mike Powell's current men's world record in long jump stands at ________.
A) 8.99 m
B) 8.96 m
C) 8.95 m
D) 8.91 m",C
"Carl Lewis' wind-assisted jump, which did not count as a world record, was ________.
A) 8.90 m
B) 8.95 m
C) 8.91 m
D) 8.99 m",C
"Fanny Blankers-Koen held the women's long jump world record for over ________ during World War II.
A) 10 years
B) 20 years
C) 25 years
D) 35 years",A
"The altitude at which Bob Beamon set his record jump in 1968 was ________.
A) 2,292 m
B) 1,500 m
C) 1,000 m
D) 3,000 m",A
"The men's long jump world record set by Mike Powell has now stood for over ________ years.
A) 20
B) 25
C) 32
D) 55",C
"The jump by Iván Pedroso, which was not validated as a world record, was ________.
A) 8.95 m
B) 8.96 m
C) 8.99 m
D) 8.91 m",B
"The prize Iván Pedroso missed out on due to his invalidated jump was ________.
A) $100,000
B) $130,000
C) A Ferrari
D) Both B and C",D
"The longest jump ever not to win an Olympic or World Championship gold medal was ________.
A) 8.99 m
B) 8.96 m
C) 8.95 m
D) 8.91 m",D
"How many times was the men's long jump world record exchanged between Boston and Ter-Ovanesyan?
A) Three times
B) Five times
C) Four times
D) Six times",A
"The women's long jump world record has been improved upon twice in the same competition on ________ occasions.
A) Two
B) Three
C) Four
D) Five",C
"The men's long jump world record held by Jesse Owens was set at the ________.
A) Olympic Games
B) IAAF World Championships
C) Big Ten track meet
D) NCAA Championships",C
"The women's world record has stood longer than any other long jump world record by men or women, lasting over ________ years.
A) 25
B) 32
C) 35
D) 55",C
"In the last two steps before takeoff in track and field, what is the objective of the penultimate step?
A) To increase speed
B) To prepare the body for the vertical impulse
C) To raise the center of gravity
D) To complete the jump",B
"Why is the last step before takeoff shorter than the penultimate step?
A) The body needs to conserve as much speed as possible
B) The competitor is slowing down
C) The body is beginning to raise the center of gravity in preparation for takeoff
D) The athlete has completed the jump",C
"What is the main purpose of lowering the center of gravity during the penultimate step?
A) To reduce the speed of the competitor
B) To prepare for landing after the jump
C) To prepare the body for the vertical impulse
D) To extend the length of the jump",C
"How do the last two steps affect the competitor's performance in a jump?
A) They determine the style of the jump
B) They have no impact on the jump
C) They determine the velocity with which the competitor will enter the jump
D) They are only for show to impress the audience",C
"In the kick style takeoff for long jump, what action is performed by the athlete before a full impulse is directed into the board?
A) The athlete performs a sprint.
B) The athlete actively cycles the leg.
C) The athlete does a somersault.
D) The athlete pauses momentarily.",B
"What muscle group is primarily required to be strong for an athlete to effectively perform the kick style takeoff in long jump?
A) Quadriceps
B) Calves
C) Hamstrings
D) Biceps",C
"Which athlete's wind-assisted jump is not considered legal for record purposes due to excessive wind assistance but is the longest on the list?
A) Heike Drechsler
B) Yulimar Rojas
C) Tara Davis
D) Fiona May",A
"Where did Fiona May achieve her wind-assisted jump of 7.23 meters?
A) La Nucia, Spain
B) Chula Vista, California
C) Sestriere, Italy
D) Grodno, Belarus",C
"On what date did Eva Murková achieve her wind-assisted jump of 7.17 meters?
A) 21 July 1992
B) 13 June 2021
C) 9 July 2022
D) 26 August 1984",D
"Which athlete's best wind-assisted jump was recorded in Grodno, Belarus?
A) Anastassia Mirochuk-Ivanova
B) Susen Tiedtke
C) Eva Murková
D) Yulimar Rojas",A
"The long jump in ancient Greece's original Olympics was part of which event?
A) Decathlon
B) Triathlon
C) Pentathlon
D) Heptathlon",C
"In the ancient long jump, what did athletes use to increase their momentum?
A) Spears
B) Shields
C) Halteres
D) Ropes",C
"What was the weight range of the halteres used in the ancient long jump?
A) 0.5 to 2 kg
B) 1 to 4.5 kg
C) 2 to 5 kg
D) 3 to 6 kg",B
"How did athletes in the ancient long jump use the halteres to increase their jump distance?
A) Throwing them ahead
B) Holding them throughout the jump
C) Dropping them before the jump
D) Passing them to an assistant",B
"What was the bater used for in the ancient long jump?
A) A scoring device
B) A take-off board
C) A landing indicator
D) A weight measurement tool",B
"Music played during the ancient long jump was intended to:
A) Distract competitors
B) Provide rhythm for the jump
C) Entertain the audience
D) Signal the start of the jump",B
"Who was noted for a remarkable ancient Olympic long jump of 7.05 m?
A) Phayllos
B) Chionis
C) Philostratus
D) Dr. Harry Eaton Stewart",B
"What is the argument among modern scholars about the ancient long jump?
A) It was a form of high jump
B) It was similar to today's long jump
C) It was a triple jump
D) It was a relay race",C
"When was the long jump included in the modern Olympic competition?
A) 1896
B) 1900
C) 1912
D) 1924",A
"Who recommended the ""running broad jump"" for women as a standardized event?
A) Philostratus
B) Chionis
C) Dr. Harry Eaton Stewart
D) Phayllos",C
"In what year was the women's long jump added to the Olympic athletics programme?
A) 1928
B) 1936
C) 1948
D) 1952",C
"According to Philostratus, what were jumpers allowed to use to gain advantages in the ancient long jump?
A) A longer running start
B) Different types of halteres
C) Assistance from other athletes
D) The use of the flute and halteres",D
"What was the role of the bater in the ancient long jump?
A) Measuring the jump distance
B) Providing a stable surface for the audience
C) Serving as the take-off point
D) Marking the landing area",C
"The 60 m indoor event is considered as the equivalent of preseason for which outdoor event?
A) 200 m
B) 400 m
C) 100 m
D) 800 m",C
"Why do elite sprinters typically run faster 60 m splits during the outdoor season compared to their 60 m indoor times?
A) Better weather conditions
B) Longer distance to accelerate
C) Wind assistance
D) More competitive field",B
"What is a factor that has less impact on shorter distances like the 60 m race?
A) Sprinter's stamina
B) Wind assistance
C) Track material
D) Starting technique",B
"Usain Bolt's 60 m split time when setting the 100 m world record was:
A) 6.29 seconds
B) 6.31 seconds
C) 6.32 seconds
D) 6.34 seconds",B
"Asafa Powell's best 60 m indoor time was slower than his 60 m split by how many seconds?
A) 0.10 seconds
B) 0.12 seconds
C) 0.14 seconds
D) 0.16 seconds",B
"Maurice Greene's outdoor 60 m split was how many seconds faster than his indoor personal best?
A) 0.04 seconds
B) 0.06 seconds
C) 0.08 seconds
D) 0.10 seconds",B
"At what altitude did Christian Coleman set his 60 m indoor world record?
A) 5,312 feet
B) 4,500 feet
C) 6,200 feet
D) 7,000 feet",A
"Su Bingtian's 60 m split at the 2020 Tokyo Olympics was the fastest ever recorded under any conditions, with a time of:
A) 6.29 seconds
B) 6.31 seconds
C) 6.32 seconds
D) 6.34 seconds",A
"The ability for athletes to lean for the finish at the 60 m mark is not possible when the split is measured during:
A) Indoor 60 m events
B) Outdoor 100 m events
C) Indoor 100 m events
D) Outdoor 60 m events",B
"What is the first instruction given to sprinters during the 60 metres event?
A) On your marks
B) Set
C) Go
D) Ready",A
"During an indoor 60 metres event, where is the race typically run?
A) On the banked track
B) In the middle of the field
C) Outside the venue
D) On a separate track",B
"What is the purpose of the 'set' instruction in a 60 metres sprint?
A) To take up position in the starting blocks
B) To finish the race
C) To adopt a more efficient starting posture
D) To listen for the starter's pistol",C
"How many times was the 60 metres an Olympic event?
A) Once
B) Twice
C) Three times
D) It is still an Olympic event",B
"Who currently holds the men's world record in the 60 metres?
A) Su Bingtian
B) Usain Bolt
C) Christian Coleman
D) Asafa Powell",C
"What is the women's world record in the 60 metres?
A) 6.34 seconds
B) 6.92 seconds
C) 7.12 seconds
D) 6.29 seconds",B
"The 60 metres is a rare event at which type of venue?
A) Indoor championships
B) Outdoor venues
C) Collegiate meets
D) High school competitions",B
"What is the equivalent distance of 60 metres in yards?
A) 54.86 yards
B) 55 yards
C) 65.6168 yards
D) 60 yards",C
"Which athlete ran the fastest 60 m split of all-time at the 2020 Tokyo Olympics Semi-Finals?
A) Christian Coleman
B) Usain Bolt
C) Su Bingtian
D) Irina Privalova",C
"What is the predecessor of the 55 metres race?
A) 100 metres
B) 60 metres
C) 60 yards
D) 50 metres",C
"In the discus throw event, what is the primary objective of the athlete?
A) To throw the discus as accurately as possible to a target
B) To throw the discus as far as possible to mark a farther distance than their competitors
C) To throw the discus in a specific time frame
D) To throw the discus while running around the track",B
"The discus throw is an event that can be traced back to the ancient Greek pentathlon. Around what year was it first included in this competition?
A) 708 AD
B) 708 BC
C) 500 AD
D) 500 BC",B
"Which of the following statements is true regarding the discus throw's inclusion in modern multi-sport events?
A) It is currently part of the modern pentathlon.
B) It is not included in any multi-sport events today.
C) It is part of the modern decathlon.
D) It was removed from all multi-sport events after the fifth century.",C
"According to World Athletics, what determines the weight of the discus for international competitions?
A) The age of the competitor
B) The gender of the competitor
C) The choice of the athlete
D) The specific event rules",D
"In what year did the National High School Athletic Association adopt the lighter-weight discus for high school competition?
A) 1928
B) 1938
C) 1948
D) 1958",B
"What is the diameter of the circle from which a discus throw is made?
A) 1.5 m
B) 2.0 m
C) 2.5 m
D) 3.0 m",C
"What is the correct throwing motion for a discus?
A) Over-handed
B) Under-handed
C) Sidearm
D) Backhand",C
"For a right-handed thrower, in which direction does the discus spin in flight when viewed from above?
A) Clockwise
B) Anticlockwise
C) It does not spin
D) The direction varies",A
"What is the angular sector within which the discus must land?
A) 24.92º
B) 34.92º
C) 44.92º
D) 54.92º",B
"What type of discus is used in some competitions in the United States?
A) Solid plastic
B) Solid wood
C) Solid rubber
D) Solid metal",C
"How many times does a thrower typically spin within the circle before releasing the discus?
A) 0.5 times
B) 1 time
C) 1.5 times
D) 2 times",C
"What must be smooth on a discus to comply with regulations?
A) The core
B) The weight
C) The rim
D) The sides",C
"Which factor generally allows a discus throw to achieve maximum distance?
A) Throwing with a strong tailwind
B) Throwing with a moderate headwind
C) Throwing with no wind
D) Throwing with a crosswind",B
"At the 2019 Diamond League Meeting in Doha, Daniel Ståhl achieved a remarkable feat in the discus throw event. What was the unique record he set during this competition?
A) He was the first man to run 100 meters under 10 seconds.
B) He became the first man to produce six throws beyond 69.50 meters in a single competition.
C) He broke the world record for the longest javelin throw.
D) He completed the 400 meters hurdle race in record time.",B
"Kristjan Čeh made history in Jõhvi on 16 June 2023 in the discus throw event. What was the groundbreaking achievement he accomplished?
A) He was the first man to have three throws above 70 meters in a single competition.
B) He set a new national record for the hammer throw.
C) He became the first man to have three throws above 71 meters in a single competition.
D) He won the gold medal in shot put with a throw of 71.86 meters.",C
"The purpose of the discus technique is to transfer from the back to the front of the throwing circle while turning through ______ circles.
A) one
B) one and a half
C) two
D) two and a half",B
"During the discus throw, speed is built up from ______.
A) fast to slow
B) slow to fast
C) constant speed
D) fast to faster",B
