Question,Answer
"What move did Bob Haro demonstrate in the first freestyle how-to article?
A) Bunny hop
B) Rock walk
C) Nose manual
D) Tailwhip",B
"What type of competitions did the AFA begin to organize?
A) Racing and dirt jumping
B) Flatland and quarter-pipe
C) Downhill and slalom
D) Endurance and sprint",B
"Who was the first BMX rider to successfully land the 900 on film at a competition?
A) Tony Hawk
B) Mat Hoffman
C) Simon Tabron
D) Dave Mirra",B
"In which year did Mat Hoffman land a no-handed 900 at the X Games?
A) 1989
B) 1999
C) 2002
D) 2007",C
"What is Simon Tabron's signature trick?
A) The 720
B) The 900
C) The 1080
D) The backflip",B
"During which X Games did Simon Tabron land the first back-to-back 900s on a bike?
A) X Games VIII
B) X Games X
C) X Games XIII
D) X Games XV",C
"Which of the following spins has NOT been landed on a BMX bike?
A) 900
B) 1080
C) 1620
D) 1800",D
"Which of the following countries is NOT mentioned as having a cycle polo team?
A) Brazil
B) Cuba
C) Mexico
D) Sweden",C
"Which country did cycle polo reach that used the American Star Bicycle?
A) France
B) Ireland
C) United States
D) Great Britain",C
"When was cycle polo officially recognized by the Union Cycliste Internationale?
A) 1981
B) 1991
C) 2001
D) 2011",C
"The first world championship of cycle polo was organized in the 1990s in _______.
A) France
B) Great Britain
C) India
D) USA",D
"After the Second World War, cycle polo's popularity declined in Britain but remained in _______ with regular league championships.
A) Ireland
B) France
C) Germany
D) USA",B
"What type of terrain are the timed stages in enduro racing generally characterized by?
A) Flat and fast
B) Technically demanding, generally descending
C) Predominantly ascending
D) Mixed flat and hilly sections",B
"According to the Enduro World Series 2015 Rule Book, what is the minimum number of special stages required per event?
A) Two
B) Three
C) Four
D) Five",C
"What is the minimum number of different courses that must be used in an Enduro event, as per the 2015 rules?
A) Two
B) Three
C) Four
D) Five",B
"In enduro racing, what does the rider's performance on the transfer stages affect?
A) Their final result
B) Their starting position for the next stage
C) It does not affect their result
D) The overall time of the event",C
"Enduro racing requires riders to have skills in which of the following disciplines?
A) Cross-country only
B) Downhill only
C) All Mountain
D) Road cycling",C
"Why might lightweight XC bikes not be suitable for enduro racing?
A) Insufficient suspension for fast downhill control
B) Too much suspension, making them heavy
C) They are not allowed as per the rules
D) They do not have gears suitable for climbing",A
"The origins of enduro mountain bike racing were inspired by both car rally, such as the _____, and motorbike enduro racing.
A) World Rally Championship
B) Formula One
C) NASCAR
D) IndyCar Series",A
"Mountain bike enduro is essentially the competitive side of the mountain biking format often referred to today as ""_____.""
A) Cross-Country
B) Downhill
C) All-Mountain
D) Freeride",C
"In enduro mountain bike racing, what aspect of the race is timed?
A) Uphills only
B) Downhills only
C) Both uphills and downhills
D) Transfer stages",B
"What is the purpose of the ""transfer"" stages in an enduro mountain bike race?
A) They are timed and contribute to the accumulated time.
B) They are mandatory and must be completed within a time-limit but do not affect the accumulated time.
C) They are optional and do not have a time-limit.
D) They determine the starting positions for the next downhill stage.",B
"Which brevet event spans across two countries, starting and ending in the same city?
A) 1001 Miglia
B) Berlin-Munich-Berlin
C) Maraton Rowerowy Dookoła Polski
D) Uppsala–Trondheim–Uppsala",D
"What is the approximate distance of the Tour Aotearoa brevet in New Zealand?
A) 1600 km
B) 2100 km
C) 3000 km
D) 3130 km",C
"Which event takes place across two states, Minnesota and Wisconsin?
A) Big Wild Ride
B) Cascade
C) Colorado High Country Randonnée
D) Coulee Challenge",D
"What is the common distance covered in the cycle sport events listed in the USA section?
A) 1000 km
B) 1200 km
C) 1500 km
D) 2000 km",B
"What is the total distance of the ""4 Corners of Croatia"" brevet?
A) 1400 km
B) 1440 km
C) 1450 km
D) 1500 km",C
"Which brevet takes place in the Netherlands?
A) BHARD Brevet
B) Dutch Capitals Tour 1400 km
C) Giro Central Greece 1400 km
D) Danube Road Randonneur 1440 km",B
"For a 200-kilometer randonneuring event, what is the maximum time limit allowed?
A) 10 hours
B) 13.5 hours
C) 15 hours
D) 20 hours",B
"At what average speed must participants complete a 1,200-kilometer event to meet the time limit?
A) 10 km/h
B) 12 km/h
C) 13.3 km/h
D) 15 km/h",C
"What is the maximum speed for a 600 km randonneuring event, to emphasize that it is not a race?
A) 20 km/h
B) 25 km/h
C) 30 km/h
D) 35 km/h",C
"For events homologated by Les Randonneurs Mondiaux, who has the authority to consider requests for extra time due to climbing rates?
A) The event organizer
B) The participants
C) The President of Les Randonneurs Mondiaux
D) No extra time is granted",C
"In randonneuring, what is the minimum distance a course must cover?
A) 100 km
B) 150 km
C) 200 km
D) 250 km",C
"What are the checkpoints in a randonneuring event called?
A) Stops
B) Controls
C) Gates
D) Stations",B
"How is a rider who completes a 200 km randonneuring event referred to?
A) Cyclist
B) Randonneuse
C) Randonneur
D) Audaxer",C
"Which organization is the international governing body for randonneuring?
A) UCI
B) ACP
C) RM
D) ITT",B
"Through which entity does the ACP work with other randonneuring organizations worldwide?
A) Les Randonneurs Mondiaux
B) International Cycling Union
C) World Cycling Association
D) Global Brevet Federation",A
"What is the term used for a randonneuring event?
A) Marathon
B) Brevet
C) Tour
D) Rally",B
"What is the purpose of a ""brevet card"" in randonneuring events?
A) To track the rider's speed
B) To record the rider's personal information
C) To prove completion at each control
D) To provide a map of the course",C
"What additional evidence of passage might a rider be asked to collect at ""information controls""?
A) A photograph
B) A till receipt
C) A witness signature
D) A GPS tracklog",B
"What is the maximum average speed limit for a typical 200-kilometre brevet?
A) 20 kilometres per hour
B) 25 kilometres per hour
C) 30 kilometres per hour
D) 35 kilometres per hour",C
"Are riders allowed to ride individually during a brevet?
A) Yes, but only at night
B) No, they must ride in groups
C) Yes, and they can also ride in groups if they wish
D) No, they must ride with an organizer",C
"What happens to riders who arrive early at controls?
A) They are disqualified
B) They are given a time bonus
C) They can continue without delay
D) They are made to wait before they can carry on",D
"In a ""brevet populaire"", what is the shortest course distance offered?
A) 50 kilometres
B) 100 kilometres
C) 150 kilometres
D) 200 kilometres",A
"What type of brevets can be ridden on any date by prior arrangement with the organiser?
A) Calendar brevets
B) Permanent brevets
C) Brevet populaires
D) DIY permanents",B
"What must riders carry between controls to be self-sufficient?
A) A mobile phone
B) Food, water, spare clothing, and tools
C) A first-aid kit
D) A route map",B
"What type of riding does a 400-kilometre brevet typically involve?
A) Off-road riding
B) Night-riding
C) Beach riding
D) Track riding",B
"What is the purpose of collecting till receipts in some randonneuring events?
A) To track expenses for reimbursement
B) To verify the rider's identity
C) To supplement the brevet card as evidence of passage
D) To enter a lottery at the end of the event",C
"Paris–Brest–Paris (PBP) is sometimes referred to as the _______ randonnée.
A) Golden Crown
B) Blue Riband
C) Red Sash
D) Green Jersey",B
"PBP began as a race for professional cyclists but is now considered a _______.
A) competitive sprint challenge
B) non-competitive endurance challenge
C) time-trial competition
D) stage race event",B
"In order to qualify for PBP, a cyclist must complete a series of brevets within the same year. Which of the following distances is not traditionally part of this series?
A) 200 kilometers
B) 300 kilometers
C) 500 kilometers
D) 600 kilometers",C
"The PBP was the first popular _______.
A) short-distance race
B) long-distance race
C) mountain bike race
D) cyclocross race",B
"After 1931, non-professional riders in PBP were separated into two groups: Allure libre and _______.
A) Audax
B) Vitesse
C) Échappée
D) Peloton",A
"The Allure libre group is characterized by _______.
A) riders racing in a peloton
B) riders maintaining a steady pace as a group
C) individuals riding alone in the spirit of self-sufficiency
D) riders competing in a time-trial format",C
"The Randonneuring part of the PBP has been governed by _______ since the 1930s.
A) Union Cycliste Internationale
B) Audax Club Parisien
C) Fédération Française de Cyclisme
D) Union des Audax Français",B
"As of the most recent event, the ACP runs the PBP every _______ years in the Allure Libre format.
A) three
B) four
C) five
D) six",B
"The London–Edinburgh–London cycling event is characterized by its significant distance. How long is the route for this event?
A) 500 km
B) 1000 km
C) 1500 km
D) 2000 km",C
"How frequently is the London–Edinburgh–London cycling event held?
A) Every year
B) Every two years
C) Every three years
D) Every four years",D
"A rider who successfully completes a 200-kilometre brevet within the required time is awarded the title of _______.
A) Super Randonneur
B) Brevet Medalist
C) Randonneur
D) Paris–Brest–Paris Finisher",C
"To earn the Super Randonneur title, a cyclist must complete a series of brevets of 200, 300, 400, and _______ kilometres within the same season.
A) 500
B) 600
C) 1000
D) 1200",B
"The Randonneur 5000 award requires completion of a Flèche Vélocio. What is the minimum number of riders that must start and finish this event?
A) One
B) Two
C) Three
D) Four",C
"To achieve the Randonneur 10000 status, a rider must complete two full series of brevets and additional events totaling 10000 kilometers within _______ years.
A) 2
B) 3
C) 4
D) 5",C
"What is the minimum distance of a brevet for which a rider can receive a Brevet Medal?
A) 100 kilometres
B) 200 kilometres
C) 300 kilometres
D) 400 kilometres",B
"The Randonneur 10000 award includes the completion of a Super Randonnee. What is the minimum amount of climbing required for this event?
A) 5,000 meters
B) 10,000 meters
C) 15,000 meters
D) 20,000 meters",B
"For the Randonneur 10000, one of the required events is another 1200 km event homologated by LRM. What does LRM stand for?
A) Long Rides Marathon
B) Les Randonneurs Mondiaux
C) League of Randonneur Masters
D) Long Range Medallists",B
"The Paris–Brest–Paris (PBP) event must be completed within a time limit of _______ hours to earn the respective title.
A) 60
B) 75
C) 90
D) 120",C
"In addition to the Paris–Brest–Paris, what other event must be completed as part of the Randonneur 5000 award?
A) A Super Randonnee
B) A Flèche Vélocio
C) A BMB
D) A RUSA specific Super Randonneur",B
"Which of the following cycle sport events starts and ends in the city of Bangalore?
A) Mahro Rajasthan 1200
B) Bliss In The Hills 1200
C) Mumbai–Indore–Mumbai 1200
D) Jammu Express 1200 km",B
"The ""Gates of Heaven 1200"" cycling event is associated with which Indian city?
A) Delhi
B) Mumbai
C) Bangalore
D) Noida",C
"Which aspect of brevets is highlighted as being responsible for a busy calendar of events for enthusiasts?
A) The international participation
B) The small and local organisation
C) The prestigious nature of the events
D) The majority being large-scale events",B
"What is the primary reason that some brevets attract participants from around the world?
A) Their challenging routes
B) Their historic significance
C) Their well-known and prestigious status
D) Their exclusive entry requirements",C
"What type of bicycle frames are commonly used in randonneuring for their lightweight properties?
A) Aluminum frames
B) Steel frames
C) Carbon frames
D) Bamboo frames",B
"For randonneuring, what type of handlebars is typically found on a 'typical' randonneuring bike?
A) Flat handlebars
B) Drop handlebars
C) Bullhorn handlebars
D) Riser handlebars",B
"Which of the following equipment may be required by some randonneuring events for safety reasons?
A) Aerodynamic helmets
B) Clipless pedals
C) Lighting systems
D) GPS devices",C
"In randonneuring, what is the primary source of power for the bicycle?
A) Electric motors
B) Human rider
C) Solar panels
D) Wind energy",B
"What are randonneurs expected to carry with them to ensure self-sufficiency between controls?
A) Food, water, and tools
B) A support vehicle
C) A spare bicycle
D) A mobile mechanic",A
"As of 2019, which combination of lighting technology has become more prevalent in randonneuring?
A) Incandescent bulbs & Alkaline batteries
B) Halogen lamps & Nickel-Cadmium batteries
C) LED & Lithium Ion batteries
D) Fluorescent lights & Lead-Acid batteries",C
"The first recorded audax cycling event took place on June 12, 1897, and required cyclists to travel from _______ to Naples.
A) Florence
B) Milan
C) Rome
D) Turin",C
"Under the Audax regulations, riders rode as a _______.
A) solitary individuals
B) pair
C) small team
D) group",D
"Successful riders under the Audax regulations were awarded a certificate called a _______.
A) Brevet d'Audax
B) Certificat de Cyclisme
C) Diploma di Ciclismo
D) Medaille d'Endurance",A
"The Audax Club Parisien was formed by a group of successful _______ cyclists.
A) audax
B) randonneuring
C) cyclotouring
D) velodrome",A
"The term ""randonneuring"" is used interchangeably with audax in Great Britain and Brazil, reflecting the sport's origins with _______.
A) Union des Audax
B) Union of Parisian Audax Cyclistes
C) Audax Club Parisien
D) Auto newspaper",C
"Randonneuring shares many similarities with _______.
A) track cycling
B) BMX
C) cyclotouring
D) mountain biking",C
"The journalist credited with being the founding-father of cyclotouring is _______.
A) Henri Desgrange
B) Velocio (Paul de Vivie)
C) Eddy Merckx
D) Fausto Coppi",B
"Velocio is also recognized for popularizing _______ in cycling.
A) fixed-gear systems
B) recumbent bicycles
C) derailleur gears
D) disc brakes",C
"Boston–Montreal–Boston (BMB) is often compared to which European cycling event due to its similar distance and challenge?
A) Tour de France
B) Giro d'Italia
C) Paris–Roubaix
D) Paris–Brest–Paris",D
"How frequently was the Boston–Montreal–Boston (BMB) event held?
A) Annually, without exception
B) Every two years
C) Every year, except when Paris–Brest–Paris was held
D) Biennially, coinciding with the Olympic cycle",C
"Which country hosts the cycling event known as the ""Big Tour of Bavaria 1200""?
A) Austria
B) Germany
C) Switzerland
D) Belgium",B
"The ""Míle Fáilte 1200"" is a 1200 km cycling event held in which country?
A) Scotland
B) Wales
C) Ireland
D) England",C
"The ""Super Brevet Scandinavia 1200 km"" cycling event takes place across how many countries?
A) 1
B) 2
C) 3
D) 4",C
"In Cycle Sport classification, a rider with a visual impairment would be placed in which category?
A) C: cycle C1-5
B) H: handbike H1-5
C) T: tricycle T1-2
D) B: blind (tandem) B1-2",D
"Which classification category is designated for riders with cerebral palsy in Cycle Sport?
A) B: blind (tandem) B1-2
B) C: cycle C1-5
C) H: handbike H1-5
D) T: tricycle T1-2",B
"In a road cycling event, which category is NOT typically segregated by gender?
A) Road race
B) Individual time trial
C) Handcycling team relay
D) Sprint finish",D
"In track cycling, what is the standard distance for a time trial event for women?
A) 500 m
B) 750 m
C) 1 km
D) 1.5 km",A
"Which of the following track cycling events is available as a mixed gender competition?
A) Tandem sprint
B) Team sprint
C) Individual pursuit
D) Scratch race",B
"Para-cycling was first introduced to the Summer Paralympic Games in which year?
A) 1980
B) 1984
C) 1996
D) 2000",B
"In the Atlanta 1996 Paralympic Games, which new discipline was added to the para-cycling events?
A) Road racing
B) Track cycling
C) Handcycling
D) Tandem racing",B
"Handcycling was included as an exhibition event in the Paralympics held in which city?
A) New York
B) Atlanta
C) Sydney
D) None of the above",C
"Para Cycling is a sport adapted for cyclists who have various ________.
A) Bicycles
B) Abilities
C) Disabilities
D) Preferences",C
"Which organization governs Para Cycling?
A) International Olympic Committee
B) Union Cycliste Internationale
C) International Paralympic Committee
D) World Anti-Doping Agency",B
"Since what year have the world's elite para-cyclists been competing in the World Cup?
A) 1994
B) 2000
C) 2010
D) 2015",C
"What is the main challenge for cyclists participating in a reliability trial?
A) To perform tricks on the bicycle
B) To complete the course within a preset time limit
C) To win a race against other cyclists
D) To cycle without wearing a helmet",B
"During which months are reliability trials often held in the United Kingdom?
A) Summer
B) Spring
C) Winter
D) Autumn",C
"In a ""100 in 8"" reliability trial, how many miles must a cyclist complete?
A) 50 miles
B) 75 miles
C) 100 miles
D) 150 miles",C
"The term ""reliability trial"" originally emphasized to the police that the events were not what?
A) Training sessions
B) Charity rides
C) Races
D) Parades",C
"What skills are essential for reliability trial riders?
A) Cooking and camping skills
B) Navigation and mechanical problem-solving ability
C) Marketing and sales skills
D) Legal and negotiation skills",B
"What might a cyclist receive upon successfully completing a reliability trial?
A) A new bicycle
B) A cash prize
C) A certificate
D) A medal",C
"Which organization still features reliability trials as a regular event?
A) The International Olympic Committee
B) Cycling UK
C) The Tour de France
D) The UCI World Tour",B
"In the early years of the 20th century, why was cycling equipment considered less reliable?
A) Due to the high cost of materials
B) Because of the lack of technological advancement
C) It was more of a fashion statement than functional
D) Cyclists preferred older, traditional equipment",B
"On a mountain bike orienteering map, trails and tracks are marked based on their __________.
A) elevation change
B) riding difficulty
C) scenic value
D) distance from the start",B
"In the sprint discipline of cycle sport, what is the estimated winning time for the M21 and W21 elite classes?
A) 10–15 minutes
B) 20–25 minutes
C) 30–35 minutes
D) 40–45 minutes",B
"Where do sprints in cycle sport often take place?
A) In mountainous regions
B) In cities, towns, or industrial districts
C) In velodromes
D) In rural areas",B
"What is the starting gap between competitors in an individual sprint race?
A) 30 seconds to 1 minute
B) 1–2 minutes
C) 3–4 minutes
D) 5–6 minutes",B
"When participating in cross-country cycling, which type of bike is generally preferred due to its robustness?
A) Road bike
B) Mountain bike
C) BMX bike
D) Hybrid bike",B
"For maximum power output and secure footing during serious cycling, what type of pedal system is commonly used?
A) Toe clip pedals
B) Platform pedals
C) Clipless pedals
D) Fixed-gear pedals",C
"In cycling competitions, what safety equipment is typically required?
A) Elbow pads
B) Knee pads
C) Bicycle helmets
D) Reflective vests",C
"In mountain bike orienteering, how many main disciplines are there that can be competed in at the world championships?
A) 3
B) 5
C) 7
D) 10",B
"During a competition, if a cyclist decides to not ride their bike, what are they permitted to do with it?
A) Leave it unattended
B) Carry or push it
C) Lock it at a designated area
D) Ask another competitor to look after it",B
"If a rider wants to ride off-track during an event, under what condition is this allowed?
A) When they have a flat tire
B) If it is specified in the event bulletin
C) At any point as long as they rejoin the track quickly
D) When they are trying to overtake another competitor",B
"In mountain bike orienteering, what is the purpose of the map holder attached to the handlebar?
A) To provide a place to store snacks
B) To allow the map to be rotated for easier navigation
C) To hold a GPS-based device for navigation
D) To display sponsorship logos",B
"Who is recognized as the most successful mountain bike orienteerer based on World Championship and European Championship medals?
A) Michaela Gigon
B) Ruslan Gritsan
C) Anton Foliforov
D) Adrian Jackson",C
"How many European Championship medals has Anton Foliforov won?
A) 31
B) 11
C) 21
D) 41",B
"Where can one find a complete list of medals won by mountain bike orienteerers at World- and European Championships?
A) MTBO Info
B) UCI Website
C) Official World Championship site
D) European Championship archives",A
"In a cycle sport relay, how many competitors are there on each team?
A) 2
B) 3
C) 4
D) 5",B
"What determines the winner in a long distance cycle sport event?
A) The competitor with the most stylish performance
B) The first to punch all the controls in the right order and cross the finish line with the fastest time
C) The one who rides the longest distance
D) The rider with the least amount of penalties",B
"The World Championships for MTB-O have been held annually since _______.
A) 2002
B) 2003
C) 2004
D) 2006",C
"In MTB-O, the category designated for competitors who are 17 years old or younger in the year of the event is _______.
A) M17 and W17
B) M20 and W20
C) M21 and W21
D) Masters",A
"Which category in MTB-O is open for any competitor regardless of age?
A) Youth
B) Junior
C) Elite
D) Masters",C
"What are competitors in mountain bike orienteering (MTB-O) usually not permitted to do?
A) Reach higher speeds
B) Navigate along trails and tracks
C) Leave the trail and track network
D) Use navigation tactics similar to ski-orienteering",C
"What becomes more challenging as the biker reaches higher speeds in mountain bike orienteering?
A) Choosing the correct trail
B) Map reading
C) Following the competition
D) Maintaining bike balance",B
"Where do mass starts often take place?
A) On the road
B) In stadiums
C) In forests
D) On tracks",C
"What device is typically used to keep track of competitors' riding times in cycle sport events?
A) Emit
B) Sportident
C) Stopwatch
D) GPS Tracker",B
"In mountain bike orienteering events, what is the advantage of using touch-free time-keeping?
A) It allows competitors to maintain their speed while punching control points
B) It provides more accurate time measurements
C) It is less expensive than other systems
D) It is easier to set up on the course",A
"What is the primary purpose of challenge riding in cycle sport?
A) To compete against other riders for a prize
B) To challenge oneself rather than competing against others
C) To qualify for professional cycling events
D) To serve as a form of protest or political statement",B
"Which of the following is NOT a common characteristic of challenge rides?
A) Being open to all comers
B) Requiring qualification to attend
C) Serving as charity events or pledge rides
D) Taking place exclusively in the United Kingdom",D
"Randonnées, brevets, or Audax events are organized for what reason?
A) To provide early-season training events
B) To compete for a championship title
C) Simply for the sake of the challenge
D) To promote cycling as a means of transportation",C
