Question,Answer
"Uprock is characterized as a more _______ dance style compared to other forms of breaking.
A) passive
B) aggressive
C) rhythmic
D) melodic",B
"What is a distinctive feature of the traditional New York Style downrock?
A) Emphasis on upper body movements
B) Use of kicks called ""CCs""
C) Focus on arm waves and pop locking
D) Incorporation of acrobatic flips",B
"The Toronto Style downrock is known for its:
A) Simple and repetitive footwork
B) Complex leg threads and illusions
C) Emphasis on upper body strength
D) Static poses and balance challenges",B
"Which group was NOT mentioned as one of the early breakdancing groups in Japan?
A) Tokyo B-Boys
B) Dynamic Rock Force
C) B-5 Crew
D) Electric Boogaloo",D
"Who led the Japanese team Floorriorz to win the BOTY in 2015?
A) Crazy-A
B) Taisuke Nonaka
C) Bboy Issei
D) Ami Yuasa",B
"Which competition did Taisuke fail to win?
A) BOTY
B) Red Bull BC One
C) Japan B-Boy Championships
D) R16 Korea",B
"Who was the first Japanese to win the BC One competition?
A) Crazy-A
B) Taisuke Nonaka
C) Bboy Issei
D) Ami Yuasa",C
"In what year was the female BC One competition introduced?
A) 2016
B) 2017
C) 2018
D) 2019",C
"Which Japanese bgirl became the first female champion of the BC One competition?
A) Bgirl Ayumi
B) Bgirl Narumi
C) Bgirl Yui
D) Bgirl Ami Yuasa",D
"Which crew did the Japanese team Floorriorz compete against to win the BOTY in 2015?
A) Rock Steady Crew
B) Kienjuice
C) Gamblerz
D) Jinjo Crew",B
"The Canadian Floormasters were known for their influence on the breakdancing scene during which decade?
A) 1970s
B) 1980s
C) 1990s
D) 2000s",B
"""Planet B-Boy,"" a 2007 documentary, follows breakdancing crews on their journey to which international competition?
A) Red Bull BC One
B) Battle of the Year
C) Freestyle Session
D) R-16 Korea",B
"The 2010 German documentary ""Neukölln Unlimited"" depicts the life of two breakdancing brothers from which city?
A) Munich
B) Hamburg
C) Berlin
D) Frankfurt",C
"In ""Mismatched Couples,"" Donnie Yen's breakdancing serves to highlight what aspect of his character?
A) His martial arts skills
B) His comedic timing
C) His romantic relationships
D) His musical talent",A
"The film ""Bye Bye Braverman"" includes elements of breakdancing in which part of the movie?
A) The opening scene
B) The middle act
C) The final scene
D) The credits",C
"Battle of the Year (BOTY) was founded in ______ by Thomas Hergenröther in Germany.
A) 1985
B) 1990
C) 1995
D) 2000",B
"The final championship of BOTY is held in ______, France.
A) Paris
B) Lyon
C) Montpellier
D) Marseille",C
"At The Notorious IBE, winners are determined by:
A) A panel of judges
B) Audience approval
C) Number of moves
D) Time taken to perform",B
"The Seven 2 Smoke battle at IBE involves ______ top ranked breakers.
A) Six
B) Seven
C) Eight
D) Nine",C
"The kids competition at Chelles Battle Pro is for solo breakers who are ______ years old or younger.
A) 10
B) 12
C) 14
D) 16",B
"Red Bull BC One was created in ______ by Red Bull.
A) 2000
B) 2002
C) 2004
D) 2006",C
"The competition Red Bull BC One brings together the top ______ breakers from around the world.
A) 12
B) 14
C) 16
D) 18",C
"R16 Korea was founded in ______ by Asian Americans Charlie Shin and John Jay Chon.
A) 2003
B) 2005
C) 2007
D) 2009",C
"R16 Korea's new judging system judges breakers against five criteria, except:
A) Foundation
B) Dynamics
C) Costume
D) Execution",C
"The Youth Olympic Games incorporated breakdancing starting with the ______ Summer Youth Olympics.
A) 2014
B) 2016
C) 2018
D) 2020",C
"Breakdancing is recognized by the International Olympic Committee as a discipline of ______.
A) Gymnastics
B) Dancesport
C) Martial arts
D) Athletics",B
"The 2024 Summer Olympics will feature ______ male breakdancers competing.
A) 8
B) 12
C) 16
D) 20",C
"In which year did Kim Soo Yong begin serialization of the first breakdancing themed comic, Hip Hop?
A) 1984
B) 1997
C) 2006
D) 2011",B
"What does the photo book ""Breakin' the city"" mainly feature?
A) Breakdance crews in Texas
B) Breakdance crews in Korean youth culture
C) Breakdance crews from the Bronx and Brooklyn
D) The evolution of breakin' in North America",C
"Which book served as an introductory reference for newcomers to breakdancing in North America?
A) Hip Hop
B) Kid B
C) Breakin' the city
D) Breakdancing: Mr. Fresh and the Supreme Rockers Show You How",D
"Breaking, also known as _______, is an athletic style of street dance with origins in the African American and Puerto Rican communities of New York City.
A) Ballet
B) Salsa
C) B-boying
D) Tango",C
"Which of the following is NOT one of the four main kinds of movements in breakdancing?
A) Toprock
B) Downrock
C) Power moves
D) Shuffle",D
"Breakdancing is typically performed to songs containing drum breaks, especially in:
A) Classical music
B) Funk and soul music
C) Country music
D) Heavy metal",B
"The term ""breaking"" was introduced during the early 1970s among the poor youth of New York and is closely associated with the birth of _______.
A) Jazz
B) Hip-hop
C) Disco
D) Rock",B
"When was Breaking officially decided to be included in the Olympic Games?
A) 7 December 2018
B) 7 December 2019
C) 7 December 2020
D) 7 December 2021",C
"In which upcoming edition of the Summer Olympics will Breaking make its debut?
A) Tokyo 2020
B) Beijing 2022
C) Paris 2024
D) Los Angeles 2028",C
"What is the preferred term used by the majority of pioneers and notable practitioners to refer to the dance commonly known as ""breakdance""?
A) B-boying/Breaking
B) Hip-hop dancing
C) Street performance
D) Urban choreography",A
"How did dancers from the Baltic republics present breakdancing?
A) As a form of classical dance
B) As a protest against capitalist arbitrariness
C) As a tribute to Soviet culture
D) As a purely entertainment activity",B
"What style of dance could be seen at almost any disco or school dance by the end of the 1980s?
A) Ballet
B) Folk dance
C) ""Robot"" style
D) Tango",C
"Who among the following is known for saying ""we were known as b-boys""?
A) Frosty Freeze
B) Big Daddy Kane
C) Tech N9ne
D) Michael Holman",A
"What common feature characterizes breakdance music that DJs use to enhance the dance experience?
A) Harmonic mixing
B) Musical breaks
C) Syncopation
D) Distortion effects",B
"What is a key element of the blow-up style's ""wow factor""?
A) Slow and controlled movements
B) Quick succession of difficult tricks
C) Emphasis on individual style
D) Use of traditional footwork",B
"In which year did Tuy ""KK"" Sobil establish the community center Tiny Toones in Phnom Penh, Cambodia?
A) 2003
B) 2004
C) 2005
D) 2006",C
"Which dance crew opened for James Brown in 1984 at the Paladium in Montreal?
A) Canadian Floormasters
B) New Energy
C) Bag of Trix
D) Supernaturalz",B
"In ""Kickin' It Old Skool,"" Jamie Kennedy's character plans to reunite his breakdancing team after waking up from a coma in what year?
A) 1999
B) 2005
C) 2007
D) 2010",C
"In the hop back variations, after landing on their shoulders/back, what is the next position the practitioner must achieve before executing the standard kip up?
A) Prone position
B) Supine position
C) Seated position
D) Inverted position",B
"In hop back variations, after landing on their shoulders/back, what is the next move a practitioner should execute?
A) A forward roll
B) A standard kip up
C) A cartwheel
D) A handstand",B
"A kip-up is commonly used in which of the following activities?
A) Swimming
B) Breakdancing
C) Cycling
D) Archery",B
