Question,Answer
"Who becomes the defense after an interception?
A) The referees
B) The spectators
C) The offensive team
D) The defensive team",C
"What is the quarterback's risk when trying to tackle the ball carrier after an interception?
A) Getting a penalty
B) Injuring themselves
C) Scoring a touchdown
D) Being substituted",B
"If a defensive lineman intercepts a shovel pass, this is considered:
A) A rarity
B) A common occurrence
C) A penalty
D) A fumble",A
"Which team hired Matt Nagy as their head coach?
A) Kansas City Chiefs
B) Chicago Bears
C) Philadelphia Eagles
D) Los Angeles Rams",B
"Which team did Sean McVay serve as a defensive coordinator for before becoming a head coach?
A) Miami Dolphins
B) Minnesota Vikings
C) Los Angeles Rams
D) Los Angeles Chargers",C
"Who made the longest playoff fumble return?
A) Jack Tatum
B) Aeneas Williams
C) Sam Hubbard
D) Jason Taylor",C
"Who was the 49ers kicker that initiated the squib kick due to an injured leg?
A) Joe Montana
B) Jerry Rice
C) Ray Wersching
D) Steve Young",C
"What did mountaineer David Liaño González display at the summit of Mount Everest?
A) A Seahawks jersey
B) A 12th Man flag
C) A Seahawks helmet
D) A Super Bowl XLVIII banner",B
"In which type of football is scrambling mostly forbidden?
A) NFL football
B) College football
C) Six-man football
D) Arena football",C
"Which of the following is NOT a basic form of the triple option?
A) Wishbone triple option
B) Veer triple option
C) I formation triple option
D) T formation triple option",D
"What position did Horatio B. ""Stuffy"" Hackett hold at West Point?
A) Coach
B) Quarterback
C) Lieutenant
D) Athletic Director",C
"Which team was Saint Louis University playing when they completed 45- and 48-yard passes?
A) Kansas
B) Carroll College
C) Villanova
D) Yale",A
"The Wall Street Journal credited Hugh Wyatt, a longtime coach in the Pacific Northwest, with naming the ________.
A) Powerhouse formation
B) Wildcat offense
C) Shotgun strategy
D) Falcon play",B
"What formation did Glenn “Tiger” Ellison describe as a ""departure into insanity""?
A) Shotgun
B) Lonesome Polecat
C) Double wing
D) Single wing",B
"Who was the first college quarterback to pass for 3,000 yards in a season?
A) Sammy Baugh
B) Davey O’Brien
C) George Bork
D) Jack Neumeier",C
"What type of foul may result in a suspension for one or more games?
A) Personal foul
B) Unsportsmanlike conduct
C) A foul serious enough to warrant disqualification
D) Any foul",C
"What is a unique feature of some high school level goal posts?
A) They are retractable
B) They include a soccer net at the bottom
C) They are inflatable
D) They have electronic score displays",B
"What coaching position did Brandon Staley hold before being hired as a head coach?
A) Offensive coordinator
B) Defensive coordinator
C) Quarterbacks coach
D) Wide receivers coach",B
"In the 1960s, which league made the stadium clock the official game time?
A) National Football League (NFL)
B) American Football League (AFL)
C) National Collegiate Athletic Association (NCAA)
D) Major League Football (MLF)",B
"What can create tension between a coach and general manager?
A) Media attention
B) Salary negotiations
C) Authority and public spotlight
D) Game strategies",C
"The Barcelona Dragons' acquisition of NFL alum Giorgio Tavecchio was seen as an attempt to improve _______.
A) defensive strategies
B) offensive play-calling
C) both field goal and PAT success rates
D) team merchandise sales",C
"In the inaugural championship game, the Frankfurt Galaxy scored five touchdowns and opted for _______ after each.
A) one-point conversions
B) two-point conversions
C) three-point conversions
D) field goals",B
"In the Canadian Football League, the use of the helmet to butt, ram, or spear an opponent is __________.
A) encouraged
B) allowed with a penalty
C) prohibited
D) only penalized if intentional",C
"The best-known fake fumble occurred in the _______.
A) 1984 Super Bowl
B) 1984 Orange Bowl
C) 1992 College Championship
D) 1992 World Cup",B
"Which team attempted a trick play that was deemed worse than the Colts Catastrophe according to the SB Nation video?
A) Washington Redskins
B) New York Giants
C) Houston Texans
D) Dallas Cowboys",A
"The defense cannot deliberately commit fouls to manipulate the game clock because _______.
A) it would result in a turnover
B) it is considered good sportsmanship
C) various rules prevent this
D) it would stop the game entirely",C
"In certain situations, a team on offense might __________ to hasten the end of the game.
A) Score as many points as possible.
B) Allow the opponents to score.
C) Use all their time-outs immediately.
D) Focus on intercepting the ball.",B
"What formation did the backfield line up in during the Heisman shift?
A) I-formation
B) T-formation
C) Single wing
D) A line similar to an I-formation with an extra halfback",D
"In the 1998 film ""The Waterboy,"" to whom did Bobby Boucher complete the game-winning Hail Mary pass?
A) Golden Richards
B) Ron Smith
C) Tee Higgins
D) Guy Grenouille",D
"Under which conditions can a ball fumbled forward by the offensive team and recovered by an offensive player other than the fumbler result in a dead ball?
A) On any down in the NFL
B) On fourth down in college rules
C) On fourth down in the NFL or after the two-minute warning
D) This never results in a dead ball",C
"The pitch man attempts to maintain proper pitch relation, which is technically a few yards ________ the quarterback.
A) behind
B) in front of
C) outside
D) above",C
"The pitch man is the opposite side halfback who has been running right towards the dive back's ________ position.
A) original
B) opposite
C) defensive
D) bench",A
"In a variation of the drill, what must the ball carrier do to end the drill?
A) Run out of bounds
B) Score a touchdown
C) Knock over a blocking bag
D) Pass the ball",B
"What is the classification of a ball that is passed exactly sideways?
A) Incomplete pass
B) Forward pass
C) Backward pass
D) Lateral pass",C
"When a ball is touched downfield by the receiving team but not caught, it is considered _______.
A) out of play
B) a completed pass
C) live
D) a dead ball",C
"What happens in the XFL if a kick fails to reach the receiving team's 20-yard line in flight?
A) The ball is re-kicked
B) The receiving team takes possession at the kicking team's 45-yard line
C) The kicking team is penalized 10 yards
D) The receiving team starts at their own 20-yard line",B
"In the Ivy League, a limited number of athletes can be recruited for each sport to ensure _______.
A) diversity in the team
B) compliance with the Academic Index
C) maximum team performance
D) financial stability of the sports program",B
"What nickname was given to the game that prompted the third quarterback rule?
A) The Final Down Game
B) The Body Bag Game
C) The Quarterback Crisis
D) The Sack Attack Match",B
"In American football, a kicking tee may be used on kickoffs to raise the ball slightly above the playing surface. According to NFL and NCAA rules, up to how many inches can the ball be raised?
A) One inch
B) Two inches
C) Three inches
D) Four inches",A
"Who is credited with the first use of the kicking tee in American football?
A) Jim Thorpe
B) Arda Bowser
C) George Halas
D) Paul Brown",B
"What is the maximum height of the rubber block used as a ""tee"" for field goal and extra point kicks in the CFL and some high school leagues?
A) 1 inch
B) 2 inches
C) 3 inches
D) No block is used",B
"What is necessary from players when they make runs and leave their position?
A) They must signal to the coach
B) They need to trust other players to cover for them
C) They should only run a short distance
D) They must always score a goal",B
"Line depth can be influenced by all of the following EXCEPT:
A) Team strategy
B) Game situation
C) The referee's decision
D) Line width",C
"What is a utility player in American football known for?
A) Playing only on offense
B) Specializing in one position
C) Playing multiple positions
D) Coaching multiple teams",C
"The one-platoon system in football refers to players:
A) Staying on the field for offense, defense, and special teams
B) Playing only during platoon drills
C) Substituting freely at any time
D) Playing only one position",A
"What was a triple threat man capable of doing?
A) Running, blocking, and tackling
B) Running, passing, and kicking
C) Coaching, playing, and refereeing
D) Passing, catching, and kicking",B
"Who was the last full-time two-way player in the NFL?
A) Johnny Unitas
B) Chuck Bednarik
C) George Blanda
D) Brad Smith",B
"What position did Lane Johnson specialize in when drafted into the NFL?
A) Quarterback
B) Tight End
C) Offensive Tackle
D) Defensive End",C
"Which NFL coach is known for frequently using utility players?
A) Vince Lombardi
B) Bill Belichick
C) Andy Reid
D) Pete Carroll",B
"J) J. Watt was utilized in multiple positions, including which offensive position?
A) Wide Receiver
B) Quarterback
C) Tight End
D) Running Back",C
"The tackle eligible play allows a player in which position to catch a forward pass?
A) Center
B) Offensive Tackle
C) Tight End
D) Wide Receiver",B
"What is the offensive role that includes playing quarterback, running back, tight end, and wide receiver?
A) Utility Player
B) Triple Threat
C) Offensive Weapon (OW)
D) Ironman",C
"In the Arena Football League, the ironman concept required players to:
A) Play only on offense
B) Play only on defense
C) Play both sides of the ball
D) Specialize in kicking",C
"Which position did William ""The Refrigerator"" Perry famously play in addition to defensive tackle?
A) Quarterback
B) Fullback
C) Wide Receiver
D) Linebacker",B
"What is a halfback option play?
A) A running back kicks a field goal
B) A running back performs the passing duties of a quarterback
C) A running back switches to a wide receiver position
D) A running back plays on special teams",B
"Who among the following was known for using the halfback option play?
A) Walter Payton
B) Reggie Bush
C) Randy Moss
D) Bryan Cox",A
"Which player was known as the ""Slash"" role before the term Offensive Weapon (OW) was popularized?
A) Joe Webb
B) Kordell Stewart
C) Taysom Hill
D) Cordarrelle Patterson",B
"What is the main reason true utility players are increasingly rare in the NFL since the AFL-NFL merger?
A) Salary cap restrictions
B) Increased injury risk awareness
C) Lack of skilled athletes
D) Changes in coaching strategies",B
"Who became the first black placekicker in modern professional football?
A) Brad Smith
B) Gene Mingo
C) Gino Cappelletti
D) Paul Maguire",B
"Which of the following players was not a kicker or punter who played multiple positions in the 1960s AFL?
A) George Blanda
B) Paul Maguire
C) Cookie Gilchrist
D) Chuck Bednarik",D
"In smaller high schools, it is still common for top players to play how many ways?
A) One way
B) Two ways
C) Three ways
D) Four ways",C
"Which player had settled in as a linebacker for most of his career in the NFL after being known as a ""one-man gang""?
A) Brad Smith
B) Lorenzo Alexander
C) Lane Johnson
D) Don Jonas",B
"Who among the following was not a utility player in the NFL?
A) Guido Merkens
B) Eric Crouch
C) Charles Puleri
D) Peyton Manning",D
"What position did Kyle Williams play sparingly in addition to defensive tackle?
A) Fullback
B) Tight End
C) Wide Receiver
D) Quarterback",A
"Which player lined up at every offensive position except for offensive lineman?
A) Joe Webb
B) Taysom Hill
C) Cordarrelle Patterson
D) Denard Robinson",B
"What was the role of the utility player in the early days of football due to restricted substitutions?
A) To coach the team
B) To play multiple positions
C) To manage the game clock
D) To perform cheerleading routines",B
"Which player was a center and linebacker, known as the last full-time two-way player in the NFL?
A) Johnny Unitas
B) Bradbury Robinson
C) Chuck Bednarik
D) Tommy Hughitt",C
"Who among the following was a running back that became a placekicker?
A) Cookie Gilchrist
B) Gene Mingo
C) Gino Cappelletti
D) Paul Maguire",B
"The ""Slash"" role was known for a player being able to play which positions?
A) Quarterback and running back
B) Tight end and wide receiver
C) Linebacker and defensive end
D) Kicker and punter",A
"Which NFL team's coach used linebackers as H-backs on offense?
A) New England Patriots
B) Chicago Bears
C) New York Giants
D) Arizona Cardinals",A
"What was the common practice in European American Football leagues regarding player positions?
A) Players only played on offense
B) Players only played on defense
C) Players played offense, defense, and special teams
D) Players specialized in one position",C
"What is a player who plays one regular position as well as special teams usually not considered?
A) A utility player
B) A triple threat
C) An offensive weapon
D) A specialist",A
"Who was the first player to be used in the ""Slash"" role in the 1990s?
A) Kordell Stewart
B) Joe Webb
C) Taysom Hill
D) Denard Robinson",A
"Which player played tight end in special goal-line packages in 2014?
A) J. J. Watt
B) Kyle Williams
C) William ""The Refrigerator"" Perry
D) Donald Penn",A
"Who among the following was not a player who used the tackle eligible play notably?
A) Jason Peters
B) Warren Sapp
C) Jumbo Elliott
D) Reggie Bush",D
"The Arena Football League's ironman concept was dropped in what year?
A) 1997
B) 2000
C) 2007
D) 2014",C
"After a touch-down, the subsequent action known as a ""try at goal"" originated from which institution in the mid-1830s?
A) Oxford University
B) Cambridge University
C) Rugby School
D) Marlborough College",C
"The Cambridge Rules of 1863, which included the concept of a free kick after a touch-down, were created by a committee that had representatives from which of the following schools?
A) Oxford and Cambridge
B) Rugby and Oxford
C) Rugby and Marlborough
D) Marlborough and Cambridge",C
"The first published laws of football from Rugby School in what year confirm that a free kick was awarded for a catch?
A) 1823
B) 1845
C) 1856
D) 1862",B
"Which of the following schools' early codes did NOT allow a goal to be scored directly from a fair catch free kick?
A) Harrow School
B) Sheffield FC
C) Melbourne FC
D) Blackheath FC",B
"The 1856 Cambridge rules, which have survived, explicitly awarded a free kick for what type of catch?
A) An unfair catch
B) A fair catch
C) A high catch
D) A low catch",B
"Which club's rules from 1859 explicitly awarded a free kick for a fair catch?
A) Sheffield FC
B) Melbourne FC
C) Blackheath FC
D) Harrow School",B
"The ""touch-down"" tiebreaker was completely removed from the laws in the year ________.
A) 1866
B) 1867
C) 1872
D) 1873",B
"In order to reduce the torques created by forces of other segments during a football kick, it is important to keep a balance between the __________.
A) Left and right foot
B) Upper and lower body
C) Internal and external rotation
D) Anterior and posterior deltoid",B
"In college football, the first possession of overtime begins at the opponent's ________.
A) 10-yard line
B) 25-yard line
C) 35-yard line
D) 50-yard line",B
"Since the 2021 college football season, after how many possessions do teams start attempting two-point conversions?
A) One
B) Two
C) Three
D) Four",B
"In high school football, the starting point for an overtime possession is recommended to be the ________.
A) 10-yard line
B) 25-yard line
C) 35-yard line
D) 50-yard line",A
"In NCAA football, since 2021, teams must attempt a two-point conversion after a touchdown in which overtime?
A) First
B) Second
C) Third
D) Fourth",B
"Under standard high school football rules, all plays during overtime are considered ________.
A) Kickoffs
B) Punts
C) Goal-to-go
D) Two-point conversions",C
"The original Kansas System had each team start on the ________ during overtime.
A) 10-yard line
B) 25-yard line
C) 35-yard line
D) 50-yard line",A
"Which high school governing bodies in Texas use NCAA football rules for overtime?
A) UIL and TAPPS
B) CIF and TSSAA
C) OSSAA and GHSA
D) FHSAA and MPSSAA",A
"The college game with the most overtime periods was decided in ________ overtime.
A) Quintuple
B) Sextuple
C) Septuple
D) Nonuple",D
"In the NFL, what is the longest recorded game in terms of total playtime?
A) 82:40
B) 93:33
C) 75:00
D) 60:00",A
"What led to the NFL's 18-year moratorium on Christmas games?
A) Player strikes
B) Low television ratings
C) A particularly long game
D) Weather conditions",C
"Which NFL game is known for being the most recent to go into double overtime?
A) Miami Dolphins vs. Kansas City Chiefs in 1971
B) Baltimore Ravens vs. Denver Broncos in 2013
C) Dallas Texans vs. Houston Oilers in 1962
D) Los Angeles Express vs. Michigan Panthers in 1984",B
"How did the Los Angeles Express win their triple-overtime playoff game in 1984?
A) A safety
B) A walk-off field goal
C) A walk-off touchdown
D) A two-point conversion",C
"What was the score at the end of regulation in the 2001 Arkansas vs. Ole Miss game?
A) 17–17
B) 24–24
C) 31–31
D) 16–16",A
"As of the 2019 NCAA rule change, after which overtime period are teams required to attempt two-point conversions?
A) Second
B) Third
C) Fourth
D) Fifth",A
"The 2021 game between Illinois and Penn State went into how many overtimes?
A) Seven
B) Eight
C) Nine
D) Twelve",C
"Which high school football game went into 12 overtimes?
A) Jacksonville High School vs. Nacogdoches High School
B) Bethune-Cookman University vs. Virginia State University
C) Arkansas vs. Kentucky
D) Western Michigan vs. Buffalo",A
"What was the unique strategy employed by Nacogdoches High School in the 12 OT game?
A) Intentionally scoring safeties
B) Forcing additional overtime periods
C) Only using trick plays
D) Refusing to kick field goals",B
"What is the consequence of the NCAA's 2019 overtime rule change for games that exceed four overtimes?
A) The game is declared a tie
B) Teams must attempt two-point conversions
C) Teams must kick field goals
D) Teams switch to a sudden-death format",B
"Which collegiate division had a game end in eight overtimes in 1998?
A) NCAA Division I FBS
B) NCAA Division I FCS
C) NCAA Division II
D) NCAA Division III",B
"What was the final score of the 2018 Texas A&M vs. LSU game?
A) 58–56
B) 71–63
C) 74–72
D) 84–81",C
"What was the significant outcome of the Texas A&M vs. LSU game for NCAA rules?
A) Introduction of the two-point conversion
B) Change in the number of overtimes
C) Ban on games lasting more than four overtimes
D) Requirement for all overtimes to be played as two-point conversions after the fourth",D
"Which team kicked a walk-off field goal to win the 1962 AFL championship game?
A) Dallas Texans
B) Houston Oilers
C) Miami Dolphins
D) Kansas City Chiefs",A
"How did the Miami Dolphins secure their victory in the longest NFL game in history?
A) A touchdown pass
B) A walk-off field goal
C) A defensive interception
D) A two-point conversion",B
"What was the rationale behind the NFL's decision to place an 18-year moratorium on Christmas games?
A) To respect the holiday
B) Due to a specific long-duration game
C) Player contract stipulations
D) Declining fan interest",B
"In the 2013 AFC divisional playoff game, which player kicked the winning field goal in double overtime?
A) Garo Yepremian
B) Justin Tucker
C) Adam Vinatieri
D) Matt Prater",B
"Which game's duration led to the longest professional football game ever played in the United States?
A) NFL game on December 25, 1971
B) AFL championship game on December 23, 1962
C) USFL playoff game on June 30, 1984
D) NCAA Division I FBS game on November 24, 2018",C
"As of the 2019 NCAA rule change, after which overtime period must teams only play and score as two-point conversion attempts?
A) First
B) Second
C) Third
D) Fourth",B
"What was the unique situation that led Nacogdoches High School to intentionally force additional overtime periods?
A) To break a record
B) To win by a specific point margin for postseason qualification
C) To allow a player to achieve a personal milestone
D) Due to a misinterpretation of the rules",B
"When did the NFL first introduce sudden-death overtime for divisional tiebreak games?
A) 1940
B) 1958
C) 1974
D) 2010",A
"What year did the NFL Championship Game first use sudden-death overtime?
A) 1946
B) 1958
C) 1974
D) 2017",B
"How long was the overtime period in all games until the 2016 season?
A) 10 minutes
B) 12 minutes
C) 15 minutes
D) 20 minutes",C
"In what year did the NFL change the regular season overtime period to 10 minutes?
A) 2010
B) 2012
C) 2016
D) 2017",D
"What happens if the regular season game is still tied after the overtime period expires?
A) The game continues until a winner is declared.
B) The game ends in a tie.
C) A second overtime period is played.
D) The team with the most yards wins.",B
"How are clock rules applied in playoff overtime periods?
A) As if the game had just started.
B) Fourth-quarter timing rules are in effect.
C) There is no clock in playoff overtime.
D) The clock is set to 5 minutes.",A
"When did NFL owners vote to amend overtime rules for postseason games?
A) 2008
B) 2010
C) 2012
D) 2017",B
"If the team that receives the overtime-opening kickoff scores a field goal on the first possession, what is the other team entitled to?
A) A rebuttal possession
B) Immediate end of the game
C) A field goal attempt
D) A kickoff return",A
"What happens in regular-season games if the score is tied after 10 minutes of overtime?
A) The game continues until a winner is declared.
B) The game ends in a tie.
C) A second overtime period is played.
D) The team with the most first downs wins.",B
"In the shortest overtime in NFL history, how long did it take for the Denver Broncos to win the game?
A) 11 seconds
B) 30 seconds
C) 1 minute
D) 5 minutes",A
"Which team was involved in the first enforcement of the ""first-possession field goal"" rule?
A) Pittsburgh Steelers
B) Minnesota Vikings
C) Jacksonville Jaguars
D) Denver Broncos",B
"What was unique about the first overtime game that ended in a tie after both teams scored in overtime?
A) It was the longest game in NFL history.
B) It featured the most points scored in overtime.
C) It was the first time both teams scored in overtime and the game ended in a tie.
D) It was the first playoff game to end in a tie.",C
"Which Super Bowl was the first to go into overtime?
A) Super Bowl LI
B) Super Bowl XLIX
C) Super Bowl L
D) Super Bowl XLVII",A
"What rule change occurred in 2022 regarding the first overtime in playoff games?
A) The overtime period was extended to 15 minutes.
B) Both teams receive one possession to start the first overtime.
C) A field goal on the first possession no longer ends the game.
D) The game continues in sudden death after the first possession.",B
"What happens if a playoff game is still tied after the first overtime period?
A) The game ends in a tie.
B) The teams switch ends and continue playing 15-minute periods.
C) A new coin toss is conducted.
D) The team with the most yards wins.",B
"How does the NFL determine which team kicks off to start an overtime period?
A) The home team decides.
B) The team with the most points in the fourth quarter decides.
C) A coin toss is conducted.
D) The team that scored last in regulation kicks off.",C
"What was the result of the first postseason game played after the 2010 overtime rule change?
A) The game ended in a tie.
B) The receiving team scored a touchdown on the first play.
C) The kicking team scored a safety.
D) The game continued for multiple overtime periods.",B
"What is the duration of overtime in preseason games since 2021?
A) 10 minutes
B) 15 minutes
C) There is no overtime in preseason games.
D) 20 minutes",C
"What happens if a regular-season game is still tied with two minutes to go in any even overtime period?
A) There is a two-minute warning.
B) The game ends immediately.
C) A new coin toss is conducted.
D) The team with the most first downs wins.",A
"What happens at the end of the fourth overtime in a playoff game?
A) The game ends in a tie.
B) The team with the most yards wins.
C) A new coin toss is conducted.
D) The team with the most first downs wins.",C
"How were overtime rules extended to the regular season in 2012?
A) The first team to score wins.
B) Each team gets one possession to tie or win the game after a field goal.
C) There is no overtime in regular season.
D) The overtime period was shortened to 5 minutes.",B
"What happens in postseason games if both teams are still tied after the first overtime?
A) The game ends in a tie.
B) The procedure is repeated until a winner is declared.
C) A new coin toss is conducted.
D) The team with the most first downs wins.",B
"What was the outcome of the Super Bowl that went into overtime in 2017?
A) The game ended in a tie.
B) The Falcons won with a field goal.
C) The Patriots scored a touchdown on their initial possession.
D) The game continued for multiple overtime periods.",C
"What was the result of the first ""first-possession field goal"" game between the Minnesota Vikings and Jacksonville Jaguars?
A) The Jaguars won with a touchdown.
B) The Vikings won after a failed fourth-down conversion by the Jaguars.
C) The game ended in a tie.
D) The game continued for multiple overtime periods.",B
"What is the result if a playoff game is still tied after multiple 15-minute overtime periods?
A) The game ends in a tie.
B) The procedure repeats in true sudden death.
C) The team with the most first downs wins.
D) The game continues until the scheduled time for the next game.",B
"If the first overtime period ends with the score still tied, what happens next according to most high school rules?
A) The game ends in a draw.
B) Additional overtime periods are played.
C) The game moves directly to a penalty shootout.
D) The teams play a second half.",B
"During its inaugural 2009 season, how did the United Football League handle overtime in semifinal series games?
A) By using a single elimination format.
B) By guaranteeing each team one possession before sudden death.
C) By playing a fifteen-minute quarter of extra time.
D) By using a replay to settle ties.",B
"In the United States Football League, how many rounds of 2-point conversions do teams initially try to settle ties in overtime?
A) One round from the two-yard line.
B) Two rounds from the five-yard line.
C) Three rounds from the three-yard line.
D) Four rounds from the ten-yard line.",C
"What option does the winner of the coin toss have in the United States Football League's overtime?
A) Choose to kick or receive.
B) Choose to possess the ball first or defend.
C) Decide which goal to defend.
D) Elect to play sudden death immediately.",B
"If teams are still tied after three rounds of 2-point conversions in the USFL, what happens next?
A) The game ends in a draw.
B) Teams continue with sudden-death rounds.
C) A second coin toss is conducted.
D) Teams switch to attempting field goals.",B
"How many timeouts can each team call per overtime round in the United States Football League?
A) None
B) One
C) Two
D) Three",B
"Against which team was the Flo pass successfully deployed for the first time?
A) Brazil
B) Portugal
C) Sweden
D) Denmark",B
"What was the result of the first game in which the Flo pass was used?
A) Norway lost
B) Norway won
C) The game was a draw
D) The game was cancelled",C
"What is the purpose of texturing, weaving, or embossing the surface of a football?
A) To make it waterproof
B) To increase its size
C) For greater control and touch
D) To reduce its weight",C
"In American football, if a team intentionally takes a delay of game penalty, how many yards are they penalized?
A) 3 yards
B) 5 yards
C) 10 yards
D) 15 yards",B
"What is the main reason a team might intentionally take a delay of game penalty when looking for a lower field position for a punt?
A) To earn extra points
B) To get a new set of downs
C) To prevent a touchback
D) To allow more time for a play",C
"When might a team intentionally run down the play clock to take a delay of game penalty?
A) When they are trying to score a touchdown
B) When they want to challenge the referee's decision
C) When they are leading and want to run the clock down
D) When they need a timeout to discuss strategy",C
"What do the rules regarding unfair acts in American football allow officials to do?
A) Ignore minor fouls
B) Enforce additional penalties
C) Change the score of the game
D) Eject the head coach",B
"A pass ""to Dr. Griffin"" is a pass that __________.
A) Is intercepted by the opposing team
B) Results in an immediate goal
C) Goes into an empty space, received by no teammate
D) Is a long ball to the forward",C
"What was ""Scrimmage"" used to describe in the nineteenth century?
A) A friendly match
B) A goalmouth scramble
C) A strategy meeting
D) A training session",B
"A ""Flag"" can also refer to ________.
A) the team's emblem
B) the corner flag
C) a player's jersey
D) the referee's whistle",B
"The evolution of football has been accompanied by changes in terminology. Which of the following positions is NOT a result of these changes?
A) Attacking midfielder
B) Inside forward
C) Wingback
D) Quarterback",D
"A pass 'to Dr. Griffin' is a term for a pass that goes into ______.
A) the goal
B) an opponent's feet
C) empty space
D) the referee",C
"In what year was the ""touch down"" briefly adopted as a tie-breaker in association football?
A) 1865
B) 1866
C) 1867
D) 1868",B
"Which of the following terms is similar to the ""touch down"" used in association football in 1866?
A) Offside
B) Corner kick
C) Rouge
D) Penalty",C
"What was the outcome of the match between Barnes FC and Civil Service FC on December 8th, 1866?
A) Barnes FC won by two goals
B) Civil Service FC won by three touches down
C) The match was a draw
D) Civil Service FC won by two goals",B
"The match between London and Sheffield on March 31, 1866, was won by which team?
A) London
B) Sheffield
C) The match was a draw
D) The result is not known",A
"How long did the ""touch down"" rule last in association football?
A) Less than a year
B) Exactly one year
C) Two years
D) It is still in use",B
"Which club proposed the abolition of the ""touch down"" in February 1867?
A) Barnes FC
B) Civil Service FC
C) Wanderers FC
D) Sheffield FC",C
"According to FA Secretary Robert Graham, what was the benefit of removing the ""touch down"" rule?
A) It simplified the rules
B) It emphasized the importance of scoring goals
C) It reduced the duration of the matches
D) It increased the number of goals scored",B
"Who was the first known placekicker to use the rabona in American football?
A) Chris Boswell
B) Matthew McCrane
C) Greg Zuerlein
D) Toni Fritsch",D
"In what year did Toni Fritsch use the rabona during the NFC Divisional playoffs?
A) 1972
B) 2013
C) 2015
D) 2022",A
"Which team did Dallas Cowboys defeat in the 1972 NFC Divisional playoffs with the help of the rabona?
A) University of Houston
B) San Francisco 49ers
C) Baltimore Ravens
D) New England Patriots",B
"What was the outcome of the game when Greg Zuerlein attempted a rabona onside kick against the New England Patriots?
A) Victory for the New York Jets
B) Loss for the New York Jets
C) The kick was successful
D) The game ended in a tie",B
"Which placekicker attempted a rabona kick in the 2015 Alamo Bowl?
A) Toni Fritsch
B) Chris Boswell
C) Matthew McCrane
D) Greg Zuerlein",C
"What must any part of the football do to count as a touchdown?
A) Touch the ground in the end zone
B) Be caught in the end zone
C) Break the vertical plane of the goal line
D) Pass completely over the goal line",C
"What is the width of each end zone in American football?
A) 10 yards
B) 20 yards
C) 53.33 yards
D) 65 yards",C
"How is a field goal scored?
A) By throwing the ball over the crossbar
B) By kicking the ball over the crossbar and between the goal posts
C) By running the ball past the goal posts
D) By a touchdown",B
"How many points does a field goal score in both versions of the sport?
A) 6 points
B) 1 point
C) 3 points
D) 2 points",C
"What is the height of the crossbar in the goal structure?
A) 10 feet
B) 15 feet
C) 20 feet
D) 35 feet",A
"How far apart are the goal posts in NFL and CFL?
A) 18 feet 6 inches
B) 23 feet 4 inches
C) 20 feet
D) 15 feet",A
